"","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6","sample_7","sample_8"
"ENSMUSG00000000214",742.433537350323,274.915939424598,349.457115821658,399.609890071082,132.167798350841,230.19348920186,113.219849333993,150.738740205198
"ENSMUSG00000000216",117.175395726282,61.0671798796454,91.9274292114945,50.3738294084899,0,0,0.85314758506034,2.23433651983304
"ENSMUSG00000000223",1229.15419954392,1438.65127228883,1382.57245638611,1191.91479925225,2270.95327156819,2377.44090051658,2372.27339711684,2585.22526940228
"ENSMUSG00000000247",66.8723055003731,39.1543450788621,31.563580831078,54.6130323142296,9.76008467641165,13.5590552505688,26.9639697960113,18.0931760986413
"ENSMUSG00000000253",865.562195880379,670.29931026693,807.770672232131,964.030285509434,1492.15142504112,1469.12480232808,1411.8936643159,1373.93320434918
"ENSMUSG00000000263",54.4179011646682,52.4750506180555,51.5377220387567,192.641290804217,1573.30281636422,1216.84815627927,3326.66567674597,1305.91243408467
"ENSMUSG00000000266",1952.11566486565,2103.79088885387,1960.52088968697,2030.9739276208,1674.7276291542,1593.57855366464,1797.78169934174,1498.30787300329
"ENSMUSG00000000275",236.48202288575,244.807427464468,215.432207562663,295.522814340297,425.867906276105,329.585854956359,374.373629550309,358.415125867433
"ENSMUSG00000000276",4442.06734954322,4835.38512116299,4649.49421354591,4246.91777009233,2965.22325766346,2395.43390638564,3372.15912875277,2634.60541368694
"ENSMUSG00000000278",702.61311527249,654.986729481044,614.390797806268,662.822819325184,996.323596424524,995.782869970975,887.348587857167,1041.0525778497
"ENSMUSG00000000282",1305.85514702561,1262.83530381638,1148.50460199384,1188.27582491287,1049.71933149077,1124.24002012725,1120.83709527056,1282.91977109595
"ENSMUSG00000000290",125.310560858138,83.9146672102796,84.1716530033242,100.040233817208,346.479775526284,308.148638350796,247.387652079136,338.684358616299
"ENSMUSG00000000295",297.260151761037,193.936349829163,227.505355912047,258.8406206083,547.564456299415,490.449920533505,493.758912779184,422.817780219406
"ENSMUSG00000000296",376.387065360459,302.151626042093,319.405843560452,369.125294773947,733.134309473218,591.137202766485,632.155645301456,547.421074632563
"ENSMUSG00000000301",39.2342969567783,33.8552877342184,45.7799852434063,55.7670380970973,62.1663905452811,85.9295787587763,47.6106993216281,63.586909777614
"ENSMUSG00000000303",533.911366065607,449.421808309823,396.792631693732,281.298546507966,1.20960514969195,5.93064115383806,91.8670047998014,3.18998752481797
"ENSMUSG00000000305",579.672175477425,881.106459894056,912.075552930812,738.761492323082,487.829549492877,525.522009420919,561.623044672761,491.847275207395
"ENSMUSG00000000308",6281.58998168473,5356.85258798723,5403.29745029012,7150.11687045235,9707.00714558147,8262.67842770376,9315.00234601618,7850.63164595136
"ENSMUSG00000000317",50.1645117354797,123.924159826796,83.2107801366483,151.361086807347,53.4535563541615,54.9142050739411,59.9879596291265,54.9351088968366
"ENSMUSG00000000318",59.3801851198435,54.0989752115332,37.8298841731886,41.1578105460439,3.28086035525562,9.41438755245348,4.214022263053,4.43603521012657
"ENSMUSG00000000320",16.7281233714211,9.7976950665055,12.3089110712827,14.7399169844216,6.80830896493453,4.38818368281489,8.96161192277615,9.31436990299505
"ENSMUSG00000000325",1227.80804328168,575.632673491971,930.928221554334,802.524412669049,834.241267133369,1255.62854506676,1006.75189434692,1239.18452167376
"ENSMUSG00000000326",2040.13260193767,2178.65138017212,1966.27262397953,1627.52346803191,2258.02826849749,2225.4763039525,1907.46885423878,2192.89153780713
"ENSMUSG00000000339",1867.47510756217,1277.72673228614,1310.68490481166,1342.07082304126,1607.4932578186,1571.54912500899,1511.32830930457,1438.86357450187
"ENSMUSG00000000340",799.463037799331,1021.94427770933,925.09824878164,631.187277671749,1388.75001790162,1284.52718242243,1346.46160075683,1407.23159030834
"ENSMUSG00000000346",7452.33224461228,6417.93559241139,6377.35955189522,6484.72013369124,7273.14301641276,7614.72716351346,6321.31239078439,7710.35592697107
"ENSMUSG00000000355",1076.01990139539,1228.12592028994,1369.1261068929,1391.85224731137,1348.07488709343,1177.74592202079,1344.81613610238,1159.29879433769
"ENSMUSG00000000359",19.1459216532303,12.5797819940932,6.88123915842856,13.5975656720444,10.1741918389492,7.16111965238415,12.3314455835195,12.059739392812
"ENSMUSG00000000365",101.688598983398,46.8710542662152,39.8253051220626,49.6676007487594,50.6992302739307,36.6979585186698,25.6899478707287,20.9818555552013
"ENSMUSG00000000374",4366.45778617093,4201.70778595996,4297.26371027721,4101.12967983441,5023.05131595618,5099.42467846046,5050.66519103592,4976.57049185372
"ENSMUSG00000000378",1079.50457730045,1125.73792671257,1205.19808216977,1202.28449461774,1216.81388199056,1100.75814296024,1045.97991693283,1189.93672214923
"ENSMUSG00000000384",1138.67344349384,1106.82257298223,1228.43603257148,1121.00947698707,992.84056414475,907.924479460667,1050.62650848915,1001.36158633137
"ENSMUSG00000000385",19.6462647975559,8.55197359269317,13.4120696671399,25.8881644349508,6.91420816565158,20.0866977179853,5.03357828343644,18.286556684839
"ENSMUSG00000000386",6.00313130995752,8.61835980135667,10.5068466865437,15.0362508062302,15.915837625772,10.1410085237786,15.5508114388117,8.71677043511623
"ENSMUSG00000000392",44.3664972092257,87.7030682345445,110.921909545716,169.204069981216,6.95205406082246,8.97058838543702,9.06497728339358,6.74828805150048
"ENSMUSG00000000399",4044.54531283975,3842.45717234771,3906.64005927702,3962.59469657499,3990.84615135365,3547.05513426888,3630.97103415665,3513.54587769302
"ENSMUSG00000000402",21.7252845809423,12.8870401044995,13.6599239754717,26.8607975418049,435.901314979976,403.110835348427,433.552229223701,273.517956718685
"ENSMUSG00000000409",4.27181948243844,3.3609864939632,4.29688540840052,11.4750436850951,19.7189625665778,20.1111217040872,18.6190822276042,26.658017690202
"ENSMUSG00000000416",2298.80004443359,2958.73941867022,3034.72674401236,2896.57355639048,2635.92246082213,2873.18799170335,3250.61226472077,3017.22584796295
"ENSMUSG00000000420",3252.99394362579,3619.51626479955,3639.61670221158,3531.63130173028,4156.78234457513,3862.52917178881,3696.78632544165,3726.73591925281
"ENSMUSG00000000439",893.376422954414,1021.55147061893,961.502327568155,779.817416674577,873.063677938029,960.961085829654,1047.40523587647,983.508456667049
"ENSMUSG00000000440",94.1119009711963,76.6323659267182,98.0436434042386,116.937995779406,37.3683772781868,40.1154344699861,38.1701908638746,27.6717020828152
"ENSMUSG00000000441",4130.24419147146,4348.41162878896,4567.18680279479,4587.72822813358,3166.49923717961,3111.14096443225,3554.20173517545,3262.7221812999
"ENSMUSG00000000486",114.43684330544,85.50236568565,76.1213491707915,100.871816542598,129.922155221465,137.783125559323,124.772842122895,120.611682495713
"ENSMUSG00000000489",331.435539576637,330.90196654033,306.396401505831,278.683989959359,382.316556414726,313.280286707816,320.905722236505,350.159379044573
"ENSMUSG00000000530",519.858107083155,476.237736210647,450.639408256064,494.087406517374,418.462033622165,313.097236815204,605.435697152183,344.775651992635
"ENSMUSG00000000531",202.489989158398,125.074626314546,114.449550445294,121.0863498934,201.126394237549,186.447125516223,270.889997691213,137.945751804735
"ENSMUSG00000000532",4574.46033751737,4488.43814503512,4264.23088905326,4075.09874611958,2764.53085259212,2619.86855769659,2790.82339036208,2612.87576345643
"ENSMUSG00000000538",10588.405184534,9128.42216422819,8665.17245019793,9484.83660792828,11350.4887565151,11016.2353957675,11261.3629843793,11301.7374531553
"ENSMUSG00000000552",4939.55899261023,3631.20951492756,3658.76828855038,3488.76462377553,3383.35817624553,2852.12983587444,3390.24901223757,2776.10116708425
"ENSMUSG00000000555",96.1213435881565,117.902108291569,106.836727226898,103.751989502192,65.8257388986968,71.4975055080112,87.5956217205276,102.209567741852
"ENSMUSG00000000560",762.618174873219,1319.0685996095,1162.87960321868,773.823839840389,2848.38269005322,3105.51238775746,2772.20250693278,2648.51158320132
"ENSMUSG00000000561",2665.00297436589,2533.65050163329,2580.18142565696,2635.7801761249,2272.80332046245,2557.5172748892,2602.58882354503,2524.99984600086
"ENSMUSG00000000562",19.5985274103606,15.8925362946717,17.5803191096759,17.5864668707276,45.7530817530334,28.6081707403656,50.9967671874583,38.9273984707774
"ENSMUSG00000000563",10323.8998320039,10108.4171449992,10354.3474609046,11633.5720610421,10004.1321786244,9734.17304401639,9575.95200079974,8748.54017237757
"ENSMUSG00000000567",1502.59024532297,1582.0724436472,1141.63821939074,1337.99226354474,1509.90162931913,1380.30688489326,1196.60773720375,1769.28542950002
"ENSMUSG00000000568",8262.17084704656,7978.21670852197,7328.89521631594,7195.77198562841,5160.79918764737,5927.49052098688,6266.0873596527,5826.04065250284
"ENSMUSG00000000579",499.116523666403,652.059921612617,825.59726448194,598.907701374174,343.791941598203,274.432247409264,410.07655583304,506.326074725984
"ENSMUSG00000000581",1857.62093083506,1433.72768151789,1926.39560207965,1821.12125640052,1795.34279353132,1948.74797075118,2020.63145961816,1662.54313407266
"ENSMUSG00000000594",3233.96879861223,3176.52076819515,3118.58417469572,3011.00616024196,4858.70667579514,4906.20221166316,4291.34675962714,4358.81934512603
"ENSMUSG00000000600",2731.09169392415,4253.91248556851,4319.92183941424,4054.94889668296,2985.97126279598,2616.7543754635,3168.55423785945,2687.75585907883
"ENSMUSG00000000605",7395.99670159029,8409.7764658521,8603.2191414538,8376.25708991664,8194.77473743964,8216.57111338983,8248.92529831166,7865.48458753469
"ENSMUSG00000000627",2226.30707725901,2219.08328067772,2103.22438166458,1842.0634941008,1182.33285390942,1068.77343973615,1168.69203422513,1076.40986200417
"ENSMUSG00000000628",519.749840584831,664.59980694859,473.524445269766,300.480347127475,270.215214702116,201.133375948234,156.801370821166,242.177341538722
"ENSMUSG00000000631",5172.43592672646,3188.35348931053,4366.46529981915,3538.51546116278,6273.12255150808,6240.48604578187,6700.6644039188,5845.44238580855
"ENSMUSG00000000632",4156.43674603972,3223.28895347119,3195.71469017969,3281.03843501288,2266.76113314535,2645.95494721622,2378.1955094443,2626.9659370965
"ENSMUSG00000000682",42.1428209187465,32.9519914936975,38.1659728279098,54.3102162381254,81.4168368316947,77.5502213309963,71.9758426389777,89.4002155065149
"ENSMUSG00000000686",76.2605360793499,37.6324772605325,33.405407138554,30.5876654325666,107.881127934453,81.7398481841401,87.3528145342454,83.5023183934877
"ENSMUSG00000000690",0.938472640422844,3.40532959018767,1.19597760929398,0,1897.75619167807,2082.60852775615,1764.21599323547,2312.02531110516
"ENSMUSG00000000693",139.967660682832,147.070392078022,147.944278143831,157.873095945873,172.521968997043,148.776105320185,204.408129525096,208.961540728635
"ENSMUSG00000000706",47.0266152951604,15.8544961052788,7.45802763987314,15.7094375969691,2.92589249514685,0,22.1735749823609,8.22907119599552
"ENSMUSG00000000708",6456.5227801985,6080.89427107738,5694.61604126779,5394.99388727466,4744.50465967341,4172.16808793153,4000.54633303755,4509.51478649104
"ENSMUSG00000000711",8479.55305286394,7626.69630728403,7027.66180292398,6814.86584425794,9064.01618087151,8987.79262554361,8283.94948311905,8731.38617921419
"ENSMUSG00000000731",23.3886359157644,0,3.61280757478558,0.855236864864229,44.5968817214847,33.7775429939005,21.1000158076145,39.3368876284314
"ENSMUSG00000000732",1048.92338830387,470.29378777236,440.685695675602,459.083114087075,503.967547617645,600.119286586748,399.10817121186,736.86356403868
"ENSMUSG00000000738",2473.87427195262,2068.44035506231,2282.08337331003,2232.09106948424,1740.81715284145,1879.67299257162,1919.76833126392,1719.41646144625
"ENSMUSG00000000739",17.6181489093053,18.9930445321599,26.8013471944394,27.6951294741061,20.3036953525566,27.9368552437832,28.7385603976487,47.4663075515607
"ENSMUSG00000000740",8242.56678376078,6466.21472529288,6405.09790516818,7441.11740401753,8510.06589872947,7993.21744780464,6527.3446171082,7490.55336725797
"ENSMUSG00000000743",2295.54088307262,1979.00607047566,2116.35103133264,2145.30237987318,2291.32235230167,2473.06205777146,2121.86366578385,2473.48050613051
"ENSMUSG00000000751",3943.31317870919,3843.63168606365,3761.51705156903,3424.33123163598,3372.52075953002,3389.74705548331,2679.43382153714,3153.96905481709
"ENSMUSG00000000753",546.725729611375,454.692470336429,452.047085723592,490.033576821346,464.634367964331,390.638412686545,447.606094382884,314.214098174641
"ENSMUSG00000000759",1951.83836086598,1873.54576168356,1962.50420168413,2180.29174487535,1912.48963469443,1815.37217312569,2101.32318140477,1829.49709324421
"ENSMUSG00000000766",13.4902749990354,26.2009507354037,11.6724290212335,24.6215502030415,123.150634069753,84.8353678927242,223.576386164343,89.8541975423006
"ENSMUSG00000000776",595.332994178661,506.531397005595,599.050269110512,679.795433871091,713.311089618383,809.126526257197,760.020325387117,806.400358053382
"ENSMUSG00000000782",97.6087242656287,115.044683630697,116.991269506316,97.7847971339455,104.382926726939,105.476528288928,139.695198648595,80.6119495151724
"ENSMUSG00000000787",25770.7417030403,27169.6914513921,27423.8597114933,28796.8668002518,12412.8735792819,11424.6149555351,12870.4873717945,15332.5262010384
"ENSMUSG00000000791",118.726986852932,61.8283491093464,48.0683363263246,38.4641502214242,184.764709914189,161.637950678358,118.429408405137,109.726064954355
"ENSMUSG00000000792",316.742029707401,139.650866697454,146.792461571066,263.866793320183,288.040700985108,283.961056723581,349.814547666227,303.511628187096
"ENSMUSG00000000794",447.710870377831,540.59535188007,483.406612814473,463.745924686692,976.991225695838,1222.56411887814,1128.99126848319,1135.765156087
"ENSMUSG00000000804",5161.65889227409,5494.83643978205,5607.05431153638,5366.59314566374,5766.04299437797,4871.47034550853,6074.376371922,4862.99465518108
"ENSMUSG00000000805",2627.87738076552,5511.37385091269,5596.14570126193,5008.97695839029,316.108470527946,310.125509492185,395.887114824159,273.227655986812
"ENSMUSG00000000811",351.476363160615,186.21889901059,172.080517050043,208.60247405867,398.354776770176,514.884098009204,461.963517192998,434.574929753988
"ENSMUSG00000000817",7.48045812234689,1.85667397860071,9.83395226143244,4.63773356072894,32.5607683228421,7.13132925579538,11.0523212109749,3.83855901277509
"ENSMUSG00000000823",2080.45252057483,1664.09008420358,1784.79289167612,1611.64360596032,1431.54960509014,1517.67201965045,1830.3960354388,1722.8778868248
"ENSMUSG00000000826",15438.3392564349,15869.3047027493,15647.2927454282,14869.3794449304,12848.1482070987,11826.9469590152,13346.7263426886,11646.131277775
"ENSMUSG00000000827",2596.46979515766,2745.1642139744,2754.75212908903,2879.54219222514,3232.20693017804,3062.48155447868,2987.28312737054,2738.33571458514
"ENSMUSG00000000838",4307.52786054124,5426.91962810538,4951.76706510814,4504.95228952746,3072.7523437245,3041.00662936683,3402.81408393442,3119.06131129563
"ENSMUSG00000000861",640.013766530075,630.682739017453,691.511096118448,642.44201321578,810.870605019844,881.274683977257,714.980155776397,901.305042246966
"ENSMUSG00000000876",388.464364668664,516.048823328087,519.098057906648,357.329655188341,596.199470616211,601.587603573086,562.858023291241,662.978201253082
"ENSMUSG00000000881",3620.45766722713,3866.12431051575,3800.40757297458,3529.44824996994,2459.85150852125,2542.0239353275,2452.14787176766,2604.3981404247
"ENSMUSG00000000884",94.9217549793386,57.9127094472916,81.6558181953031,122.90835341795,134.215773189306,112.627828017897,91.3225274784685,124.407738518623
"ENSMUSG00000000889",174.072837833356,34.0229105385592,81.5744845538056,210.678407472029,0.893879713372403,0,22.1634902983955,1.12497488022323
"ENSMUSG00000000901",43.6231085642741,31.2404752913182,19.977129997888,35.3064593997075,61.1522832940127,72.4836527615441,57.6367431007847,80.6807268202115
"ENSMUSG00000000902",2499.22947822934,2088.12798139725,2145.26762068124,2027.48083358267,1901.79550523869,2067.10117315638,1696.03503900926,2267.71006356348
"ENSMUSG00000000915",3382.62612946911,2591.17893008304,2819.88868037156,2916.74001270277,3250.97104091848,3058.23585686352,4168.9546339366,3364.40136706303
"ENSMUSG00000000916",515.529197929409,517.621288731735,573.543888420761,596.903593131694,418.62886775177,415.369912462376,486.609161006169,424.293709709408
"ENSMUSG00000000934",230.082408665145,290.328595339561,278.698188023022,252.881922902631,491.208705585063,471.649104482477,499.901787756071,556.592882803353
"ENSMUSG00000000938",0,0,0,0,758.061171178489,737.099225694377,402.436544007741,432.699241925936
"ENSMUSG00000000942",3.51671642081449,0,7.83986451926975,14.6954474976545,311.353592031148,352.380423506422,374.134023574245,448.015740020085
"ENSMUSG00000000948",833.646741976596,1390.50678556034,1212.78487029152,901.213440563027,635.707330083977,607.53802932968,1059.24264096822,687.847035562238
"ENSMUSG00000000957",943.195705219084,574.013515732217,589.626321340241,632.759527524568,612.6415131564,547.509596355696,513.186471800753,553.534587618693
"ENSMUSG00000000958",27.9038276517474,30.8416620050985,20.7568183827427,34.2684894411901,58.3651624341959,68.9509494846016,53.9882824077954,107.118924869714
"ENSMUSG00000000959",1935.30755529723,1977.44988188208,1763.54780655965,1728.27818376649,1746.08868384786,1708.00408397939,1558.71561926009,1669.94670804161
"ENSMUSG00000000976",1163.49029374911,1156.4907249657,1052.90286700885,958.453771116286,823.280729800238,736.979378763614,887.071245574446,855.776548344549
"ENSMUSG00000000983",0,13.2849067403197,16.9430271889185,11.7947599966855,26.3210678345638,59.3180080809533,37.4171160725006,33.9531233962078
"ENSMUSG00000001016",4242.54829334931,3747.0089558426,3953.27829011182,3724.13592829431,2787.27974393764,2823.4534563807,2669.67586513699,2922.42830822125
"ENSMUSG00000001017",6530.14520498953,6783.32620549616,6847.96004564123,6282.90233369364,5681.07735568226,5785.37429115112,5202.22606323639,5671.07410798364
"ENSMUSG00000001018",2138.88277857533,2049.2536994152,2113.7977122095,2208.38018232193,3500.10827435511,4050.83779817808,3289.08533900116,3831.1413101632
"ENSMUSG00000001020",15.3193579170649,12.637821656168,16.6424168577652,24.2657362683124,45.2932454280251,58.4657810454015,25.956476154544,46.848509631206
"ENSMUSG00000001025",330.891195184506,319.905724172546,343.991710625235,275.248694144774,841.433440834441,1069.12066102452,691.618405518599,1046.15726083307
"ENSMUSG00000001029",104.554915819861,79.9234675682865,74.1172551121886,111.1242875346,63.9617923489187,53.3782196876264,75.1111004724488,66.3380710444711
"ENSMUSG00000001034",1038.26634989369,901.68550644781,1105.86281842592,1154.3171383775,774.962357440771,685.684423410691,666.25161253913,849.941756520757
"ENSMUSG00000001036",6333.52465938563,7733.38685404399,6890.64650615128,6823.98098249736,5547.76979507442,5761.05667238394,5662.12355078883,6331.76724091382
"ENSMUSG00000001039",253.725127922979,274.823914412466,245.811099348263,305.769221853246,223.599877291504,275.298902897618,199.671699958999,273.701092218665
"ENSMUSG00000001052",2711.43782618146,2522.30155491925,2309.52998501949,2446.37009310857,2430.72354995923,2790.72046258617,2716.53464072683,2941.28595665338
"ENSMUSG00000001053",443.124399760789,482.047842600463,382.411385566448,439.704183645421,273.255411027053,258.350868912698,285.275939076883,254.875009747406
"ENSMUSG00000001054",1045.10687017858,1212.46685635886,1162.56176126144,1011.48502422634,777.951792830898,854.322163377438,733.849689725754,781.761166154807
"ENSMUSG00000001056",462.86297817767,383.403048126275,407.27989742874,496.214043447435,380.832732550856,386.637884062485,307.413582953315,349.10025312543
"ENSMUSG00000001062",1360.73610997783,1137.47641530535,1498.89500335131,1452.01835880996,1265.46400942304,1287.75645521133,1688.93742044356,1367.14574421479
"ENSMUSG00000001065",853.806239437662,1129.811780807,1261.79640030421,1092.32561375681,1813.69084567404,2213.40479968729,2022.67030474994,2113.9300175414
"ENSMUSG00000001076",29.7689506347085,7.41790275402467,0,54.3072045743768,12.5033881235255,12.4878910038432,11.9398556234098,16.8419647362697
"ENSMUSG00000001082",646.650201463884,581.725634651749,584.765991115416,691.942568103209,335.03356659629,383.154221703364,468.800527910855,336.116363801825
"ENSMUSG00000001089",5559.56102368858,7074.10017044149,6836.57387336955,6899.69364554728,6501.26573786818,4987.88205995716,7587.98085958872,4931.19070521424
"ENSMUSG00000001098",1080.3143891854,1253.07150049318,1225.27293473408,1306.34664614472,1411.62076887749,1376.33296388058,1359.95479579317,1365.29422100435
"ENSMUSG00000001100",4240.06012077712,3642.51018754952,3739.57260314734,3679.23282328915,3506.45306597457,3281.10613177511,3316.89728760417,3109.31312305001
"ENSMUSG00000001103",228.387146907075,290.513578090832,276.499790193893,214.695787106402,7.44652611488417,10.233629256066,7.02560208164542,12.1989050294122
"ENSMUSG00000001105",1228.28264428381,1345.31092660448,1333.99738862737,1541.46371366624,1338.42975332067,1222.31926952185,1214.21733530524,1149.87402253856
"ENSMUSG00000001119",620.129659339561,550.323598183071,472.701020197558,443.664167146909,627.329779799473,747.681457080242,1003.71885176018,978.212585271163
"ENSMUSG00000001120",2284.88139093116,2319.42969725809,2283.29327494565,1932.80688033152,1912.55924811972,1695.25713361124,1787.60543273741,1582.67668503946
"ENSMUSG00000001123",156.666742577622,127.707565703285,168.452884271358,192.969948960111,510.692278566051,452.628600414773,348.673792007743,479.977652389647
"ENSMUSG00000001127",7879.08903562494,6470.4978207017,6783.67850436095,7643.20462589177,7314.39910599125,6968.6064647193,7030.10583656536,6654.8590304076
"ENSMUSG00000001128",319.6740111904,574.249083644512,639.404229955634,535.111383929506,261.931976851584,290.524132677144,302.779969285825,271.133140614586
"ENSMUSG00000001131",32.0081187258951,22.7337837378027,27.0814427936349,15.2508008491132,29.5737072286698,14.2706730445825,15.8328975670231,19.9858307600267
"ENSMUSG00000001134",199.54317576608,194.066645783354,211.302237133532,201.235711106649,203.546190674751,197.877529233755,145.775915997719,219.791399115678
"ENSMUSG00000001138",2645.4755791444,2209.18642545037,1979.6601233941,2134.34617019629,1224.79643063901,1235.41732682161,1244.29889909104,1129.00084340262
"ENSMUSG00000001143",1013.61075907542,1906.69823295818,1733.40054799943,1463.61589573933,1319.16720839586,1297.58959201869,1136.31653433152,1259.11164133375
"ENSMUSG00000001150",2491.09868389529,2231.36372431163,1883.51451729515,2359.89071630377,1973.45787582437,2064.96294463229,1532.72280600612,2245.37447063368
"ENSMUSG00000001151",2747.45573522909,1983.0141413291,1721.51851440598,2148.60908523535,1194.89359344734,1162.95113194448,1044.85055978708,1626.848612656
"ENSMUSG00000001156",1401.12481119328,1764.15048082421,1554.26803465351,1345.94007250061,1120.22965099805,1083.19801292431,1039.66054203868,1147.15723383762
"ENSMUSG00000001157",1429.10012128696,1704.60212045559,1649.50187233655,1608.13777547489,1368.56805312014,1385.87345947314,1576.15461812545,1450.17930007609
"ENSMUSG00000001158",1256.05290851658,1290.07293023255,1238.40727929129,1159.06655998357,1036.89120022558,1120.09825237499,1008.71212864481,1025.80814450597
"ENSMUSG00000001166",31.4652840097984,18.2617971789989,16.1412517572337,28.4553645765281,76.4045216678338,71.1707489643162,59.0687673097338,77.3028376454112
"ENSMUSG00000001173",3828.18450583414,3312.51758173441,3299.29959401587,3110.80407272798,2976.84724681249,3264.70416467341,3051.12615923081,3356.43451901894
"ENSMUSG00000001175",79761.1523057167,84932.7795112988,86413.6289806922,87996.678136662,85820.0132664015,80168.7646093229,84746.7126947173,74811.5366058087
"ENSMUSG00000001211",12313.5738074408,13046.4891891466,12744.7926742388,11414.8442478318,14288.3331071812,14591.2167773849,13459.2445162584,13402.0791107188
"ENSMUSG00000001225",14.475442180254,8.62711253030489,4.567944508199,9.50862846727225,87.2363651203926,131.469372619275,44.9325087038017,122.10630993136
"ENSMUSG00000001227",1943.34213923161,1594.08147462504,1701.38109689545,1702.74976173531,1852.540051936,1878.94668060389,1897.20076076951,1856.69163235471
"ENSMUSG00000001228",15.9080556435652,33.8880385292167,30.5177409337822,17.4394653078801,32.3991133884358,64.7554225600642,55.2054589424982,69.4788828971994
